dataset,n,SC-UN,SC-N,DSC+,DI-SIM-R,DI-SIM-L,DI-SIM-C,GSC-N,GSC-UN,deg-GSC-N,deg-GSC-UN,uniform-GSC-N,uniform-GSC-UN,perron-GSC-N,perron-GSC-UN
polblogs,814,4.112338304519653,3.5147485733032227,7.929871082305908,0.23456096649169922,0.23389077186584473,0.2738475799560547,19.94924283027649,42.74773406982422,0.9201040267944336,2.0075244903564453,0.2843916416168213,0.5265548229217529,0.2539377212524414,0.4861428737640381
football,115,0.27346038818359375,0.2539827823638916,1.1233899593353271,0.5268111228942871,0.5570797920227051,0.5668289661407471,24.99316716194153,24.615342378616333,1.1349389553070068,1.1490771770477295,0.2745692729949951,0.24370217323303223,0.25371360778808594,0.2133197784423828
email_eu_core,1005,1.7673463821411133,1.7574810981750488,11.405958414077759,3.4531009197235107,3.3799242973327637,4.755778789520264,316.3492112159729,345.412175655365,16.437665939331055,11.133044004440308,1.9996485710144043,2.261951208114624,2.292194128036499,3.209836721420288
polbooks,105,0.1623077392578125,0.1523146629333496,0.4404444694519043,0.2246239185333252,0.23339605331420898,0.22398829460144043,9.976876258850098,10.196250677108765,0.4499785900115967,0.509995698928833,0.11266016960144043,0.15305852890014648,0.13277864456176758,0.15240478515625
DiSBM_Chain,1500,1.3033807277679443,1.8473443984985352,20.555875062942505,0.5258760452270508,0.5482728481292725,0.5672035217285156,274.24783730506897,207.7170705795288,9.370598077774048,9.463016986846924,2.17313814163208,1.354645013809204,1.678917407989502,1.3860185146331787
Deg-corr,1500,1.041400671005249,1.172562837600708,22.616610527038574,0.3764381408691406,0.3666870594024658,0.3874828815460205,166.35078811645508,193.1306128501892,10.35730528831482,4.984195232391357,0.9510190486907959,1.060136318206787,1.4051482677459717,1.0722019672393799
